Hierarchy,Id,Term,Condition
constatation clinique (constatation),37495007,hypoplasie corticosurrénale familiale (trouble),Existing localized concept
constatation clinique (constatation),37522003,appréciation du résultat : décès inévitable (constatation),Existing localized concept
constatation clinique (constatation),37545009,hypersensibilité à un antigène endogène (trouble),Existing localized concept
constatation clinique (constatation),37558005,conduction saltatoire anormale (constatation),Existing localized concept
constatation clinique (constatation),37565002,cyclite subaiguë (trouble),Existing localized concept
constatation clinique (constatation),37635004,surdité toxique (trouble),Existing localized concept
constatation clinique (constatation),37636003,frottement pleural (constatation),Existing localized concept
constatation clinique (constatation),37657006,affection de l'œsophage (trouble),Existing localized concept
constatation clinique (constatation),37668006,maladie et/ou syndrome infraclinique (constatation),Existing localized concept
constatation clinique (constatation),37688005,clonorchiase avec cirrhose biliaire (trouble),Existing localized concept
constatation clinique (constatation),37693008,gastrite avec lésions caustiques (trouble),Existing localized concept
constatation clinique (constatation),37722001,tularémie ulcéroganglionnaire (trouble),Existing localized concept
constatation clinique (constatation),37754005,neurosyphilis asymptomatique (trouble),Existing localized concept
constatation clinique (constatation),37761009,kyste de l'iris (trouble),Existing localized concept
constatation clinique (constatation),37796009,migraine (trouble),Existing localized concept
constatation clinique (constatation),37831005,fistule gastro-intestinale (trouble),Existing localized concept
constatation clinique (constatation),37868008,trouble anxieux de l'adolescence (trouble),Existing localized concept
constatation clinique (constatation),37871000,hépatite aiguë (trouble),Existing localized concept
constatation clinique (constatation),37872007,trouble d'évitement de l'enfance ou de l'adolescence (trouble),Existing localized concept
constatation clinique (constatation),37893005,pelvis cyphoscoliotique (trouble),Existing localized concept
constatation clinique (constatation),37906005,infarctus d'origine embolique (trouble),Existing localized concept
constatation clinique (constatation),37948003,laryngotrachéite aiguë sans obstruction (trouble),Existing localized concept
constatation clinique (constatation),37955001,hématome intracrânien post-traumatique (trouble),Existing localized concept
constatation clinique (constatation),38013005,immunosuppression (constatation),Existing localized concept
constatation clinique (constatation),38046004,glomérulosclérose diabétique diffuse (trouble),Existing localized concept
constatation clinique (constatation),38063000,diabète sucré prégestationnel et/ou intolérance au glucose&#44; classe C de la classification modifiée de White (trouble),Existing localized concept
constatation clinique (constatation),38086007,laryngomalacie (trouble),Existing localized concept
constatation clinique (constatation),38096003,asplénie fonctionnelle (trouble),Existing localized concept
constatation clinique (constatation),38115001,tuberculose des méninges spinales (trouble),Existing localized concept
constatation clinique (constatation),38164009,anomalie tégumentaire congénitale (trouble),Existing localized concept
constatation clinique (constatation),38205001,diarrhée du diabétique (trouble),Existing localized concept
constatation clinique (constatation),38276004,symptômes multiples (constatation),Existing localized concept
constatation clinique (constatation),38279006,tuberculose osseuse (trouble),Existing localized concept
constatation clinique (constatation),38292009,anomalie de la lignée rouge (trouble),Existing localized concept
constatation clinique (constatation),38296007,anomalie congénitale d'un ovaire (trouble),Existing localized concept
constatation clinique (constatation),38320009,état post-traumatique (constatation),Existing localized concept
constatation clinique (constatation),38341003,hypertension artérielle (trouble),Existing localized concept
constatation clinique (constatation),38343000,douleur vaginale (constatation),Existing localized concept
constatation clinique (constatation),38362002,Dengue (trouble),Existing localized concept
constatation clinique (constatation),38403006,vertige d'origine centrale (trouble),Existing localized concept
constatation clinique (constatation),38420005,tuberculose du gros intestin (trouble),Existing localized concept
constatation clinique (constatation),38467009,poil atrophique (trouble),Existing localized concept
